Ensembl_ID,Protein_Accession,Gene,Gene_Description,K198R_S,K198R_M,R47G,D156E,pval_K198Rs,pval_K198Rm,pval_R47G,pval_D156E
ENSG00000070761,Q9Y6A4,CFAP20,cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523],0.525,-0.056,-0.067,-0.088,3.05E-04,4.80E-01,4.25E-01,2.47E-01
ENSG00000265590,A0A669KAZ0,CFAP298-TCP10L,CFAP298-TCP10L readthrough [Source:HGNC Symbol;Acc:HGNC:54636],2.343,0.258,-0.243,0.340,1.20E-02,3.46E-01,4.84E-01,1.96E-01
ENSG00000163001,Q96G28,CFAP36,cilia and flagella associated protein 36 [Source:HGNC Symbol;Acc:HGNC:30540],1.009,0.415,-0.281,-0.113,6.28E-05,9.75E-03,6.58E-02,2.57E-01
ENSG00000164323,Q9P2B7,CFAP97,cilia and flagella associated protein 97 [Source:HGNC Symbol;Acc:HGNC:29276],-0.014,-0.131,-0.449,0.119,9.93E-01,6.72E-01,1.44E-01,5.34E-01
ENSG00000153774,Q9UEE9,CFDP1,craniofacial development protein 1 [Source:HGNC Symbol;Acc:HGNC:1873],0.705,-0.003,-0.288,0.024,1.15E-03,7.43E-01,2.96E-01,5.75E-01
ENSG00000172757,P23528,CFL1,cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874],-1.279,0.094,-0.010,-0.198,9.76E-04,6.47E-01,7.05E-01,1.18E-01
ENSG00000165410,Q9Y281,CFL2,cofilin 2 [Source:HGNC Symbol;Acc:HGNC:1875],-1.326,-0.106,-0.490,-0.352,1.26E-03,3.60E-01,4.40E-02,7.33E-02
ENSG00000163320,C9JUJ0,CGGBP1,CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888],1.276,-0.169,-0.077,0.331,4.67E-03,5.69E-01,7.79E-01,1.91E-01
ENSG00000128849,Q0VF96,CGNL1,cingulin like 1 [Source:HGNC Symbol;Acc:HGNC:25931],-1.853,-0.934,-1.287,-0.363,1.02E-03,1.87E-02,1.80E-02,1.54E-01
ENSG00000143942,Q8WUX2,CHAC2,ChaC glutathione specific gamma-glutamylcyclotransferase 2 [Source:HGNC Symbol;Acc:HGNC:32363],0.838,-0.545,-0.235,-0.204,2.08E-04,4.25E-02,2.30E-01,1.88E-01
ENSG00000167670,Q13111,CHAF1A,chromatin assembly factor 1 subunit A [Source:HGNC Symbol;Acc:HGNC:1910],2.082,-0.157,0.501,0.779,9.39E-05,8.40E-01,1.68E-01,6.56E-02
ENSG00000159259,Q13112,CHAF1B,chromatin assembly factor 1 subunit B [Source:HGNC Symbol;Acc:HGNC:1911],2.808,-0.735,-0.329,0.806,2.18E-04,5.21E-01,8.32E-01,1.13E-01
ENSG00000198824,Q96JM3,CHAMP1,chromosome alignment maintaining phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:20311],0.790,0.118,0.156,0.186,7.26E-05,1.56E-01,1.03E-01,9.48E-02
ENSG00000172586,Q96BP2,CHCHD1,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518],1.131,0.079,0.309,-0.025,2.80E-03,5.83E-01,9.59E-02,9.50E-01
ENSG00000106554,C9JRZ6,CHCHD3,coiled-coil-helix-coiled-coil-helix domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21906],0.107,-0.251,-0.266,-0.022,4.03E-02,2.68E-02,3.78E-02,9.54E-01
ENSG00000159685,J3QTA6,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6 [Source:HGNC Symbol;Acc:HGNC:28184],-0.129,0.153,0.235,0.425,3.86E-01,4.40E-01,2.39E-01,5.62E-02
ENSG00000153922,O14646,CHD1,chromodomain helicase DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1915],1.270,0.019,0.327,0.708,9.28E-04,7.00E-01,1.97E-01,1.02E-01
ENSG00000131778,A0A0A0MSH9,CHD1L,chromodomain helicase DNA binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:1916],0.920,-0.286,0.119,0.355,2.76E-03,4.80E-01,4.74E-01,1.25E-01
ENSG00000173575,O14647,CHD2,chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917],0.869,0.042,0.168,0.222,4.45E-05,4.56E-01,7.94E-02,5.22E-02
ENSG00000170004,Q12873,CHD3,chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918],0.876,0.551,-0.059,0.228,7.08E-05,2.64E-03,7.90E-01,1.08E-01
ENSG00000111642,A0A2U3TZM0,CHD4,chromodomain helicase DNA binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1919],0.786,-0.193,0.148,0.390,3.18E-03,6.20E-01,3.50E-01,9.04E-02
ENSG00000100888,Q9HCK8,CHD8,chromodomain helicase DNA binding protein 8 [Source:HGNC Symbol;Acc:HGNC:20153],1.240,0.429,0.487,0.305,1.10E-02,6.85E-02,1.50E-01,1.54E-01
ENSG00000183765,A0A7P0MUT5,CHEK2,checkpoint kinase 2 [Source:HGNC Symbol;Acc:HGNC:16627],1.904,-0.173,0.193,0.359,2.46E-03,8.67E-01,2.15E-01,8.27E-02
ENSG00000085872,Q8IWX8,CHERP,calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930],0.512,-0.089,0.129,0.301,9.75E-03,8.70E-01,3.61E-01,1.09E-01
ENSG00000177830,Q9BWS9,CHID1,chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474],0.495,0.170,-0.156,-0.348,2.08E-02,5.91E-01,3.12E-01,1.17E-01
ENSG00000188419,P24386,CHM,CHM Rab escort protein [Source:HGNC Symbol;Acc:HGNC:1940],-0.147,-0.137,-0.419,-0.366,3.99E-02,1.32E-01,4.13E-02,2.66E-02
ENSG00000131165,Q9HD42,CHMP1A,charged multivesicular body protein 1A [Source:HGNC Symbol;Acc:HGNC:8740],-0.645,-0.268,-0.035,-0.433,3.45E-03,1.17E-01,9.18E-01,5.61E-02
ENSG00000255112,Q7LBR1,CHMP1B,charged multivesicular body protein 1B [Source:HGNC Symbol;Acc:HGNC:24287],1.167,-0.416,0.125,-0.159,3.45E-04,2.56E-01,4.53E-01,6.87E-01
ENSG00000130724,M0R1T5,CHMP2A,charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:HGNC:30216],0.498,0.138,-0.044,-0.428,9.70E-03,5.99E-01,6.75E-01,8.10E-02
ENSG00000083937,A0A087WW88,CHMP2B,charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537],-0.149,-0.066,-0.088,-0.156,1.68E-01,6.52E-01,3.93E-01,1.51E-01
ENSG00000115561,Q9Y3E7,CHMP3,charged multivesicular body protein 3 [Source:HGNC Symbol;Acc:HGNC:29865],-0.326,0.400,-0.018,-0.038,5.86E-03,1.20E-02,7.75E-01,6.62E-01
ENSG00000254505,Q9BY43,CHMP4A,charged multivesicular body protein 4A [Source:HGNC Symbol;Acc:HGNC:20274],0.577,0.456,-0.051,0.030,3.10E-03,2.79E-02,6.91E-01,9.32E-01
ENSG00000101421,Q9H444,CHMP4B,charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171],0.105,-0.139,-0.445,-0.265,3.94E-01,1.81E-01,3.08E-02,7.15E-02
ENSG00000086065,Q9NZZ3,CHMP5,charged multivesicular body protein 5 [Source:HGNC Symbol;Acc:HGNC:26942],0.670,-0.004,-0.247,-0.221,1.47E-03,7.75E-01,7.11E-02,4.77E-02
ENSG00000176108,I3L4A1,CHMP6,charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675],-1.116,0.349,0.422,-0.116,1.99E-04,1.61E-02,2.44E-02,5.53E-01
ENSG00000147457,Q8WUX9,CHMP7,charged multivesicular body protein 7 [Source:HGNC Symbol;Acc:HGNC:28439],-0.565,0.283,0.332,0.344,5.58E-03,4.53E-02,5.51E-02,1.48E-01
ENSG00000106069,B8ZZU1,CHN2,chimerin 2 [Source:HGNC Symbol;Acc:HGNC:1944],-0.449,-0.213,-0.003,-0.065,7.84E-02,6.00E-01,9.69E-01,8.19E-01
ENSG00000110172,Q9UHD1,CHORDC1,cysteine and histidine rich domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14525],0.982,-0.113,-0.271,0.023,3.66E-03,1.39E-01,2.70E-02,6.23E-01
ENSG00000187446,Q99653,CHP1,calcineurin like EF-hand protein 1 [Source:HGNC Symbol;Acc:HGNC:17433],-0.657,0.176,0.480,-0.014,1.55E-03,7.55E-02,1.06E-02,7.92E-01
ENSG00000123989,Q8IZ52,CHPF,chondroitin polymerizing factor [Source:HGNC Symbol;Acc:HGNC:24291],-1.374,-0.641,0.226,0.103,3.17E-04,9.42E-03,4.28E-02,1.41E-01
ENSG00000033100,Q9P2E5,CHPF2,chondroitin polymerizing factor 2 [Source:HGNC Symbol;Acc:HGNC:29270],-0.814,-0.304,0.028,-0.173,1.03E-03,9.62E-02,7.27E-01,1.30E-01
ENSG00000136213,C9J991,CHST12,carbohydrate sulfotransferase 12 [Source:HGNC Symbol;Acc:HGNC:17423],-1.083,-0.645,-0.427,-0.470,2.47E-04,9.64E-03,2.64E-02,3.76E-02
ENSG00000169105,Q8NCH0,CHST14,carbohydrate sulfotransferase 14 [Source:HGNC Symbol;Acc:HGNC:24464],-1.385,0.007,0.186,0.113,8.80E-04,7.91E-01,1.18E-01,2.16E-01
ENSG00000122863,Q7LGC8,CHST3,carbohydrate sulfotransferase 3 [Source:HGNC Symbol;Acc:HGNC:1971],-1.861,-0.619,0.539,0.746,3.45E-02,3.96E-01,1.21E-01,7.02E-02
ENSG00000127586,Q8WVB6,CHTF18,chromosome transmission fidelity factor 18 [Source:HGNC Symbol;Acc:HGNC:18435],1.391,-0.371,0.237,0.657,1.74E-03,7.14E-01,4.27E-01,1.07E-01
ENSG00000160679,X6R700,CHTOP,chromatin target of PRMT1 [Source:HGNC Symbol;Acc:HGNC:24511],0.661,-0.076,0.109,0.031,1.28E-04,6.22E-01,1.55E-01,5.93E-01
ENSG00000213341,O15111,CHUK,component of inhibitor of nuclear factor kappa B kinase complex [Source:HGNC Symbol;Acc:HGNC:1974],0.245,-0.067,-0.087,-0.283,2.47E-03,2.98E-01,3.06E-01,3.97E-02
ENSG00000258289,Q8WUH1,CHURC1,churchill domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20099],-0.751,-0.183,0.062,0.522,1.18E-02,4.70E-01,5.82E-01,3.85E-02
ENSG00000144021,O76071,CIAO1,cytosolic iron-sulfur assembly component 1 [Source:HGNC Symbol;Acc:HGNC:14280],0.045,-0.257,-0.228,0.085,3.30E-01,7.95E-02,1.14E-01,2.21E-01
ENSG00000166797,Q9H5X1,CIAO2A,cytosolic iron-sulfur assembly component 2A [Source:HGNC Symbol;Acc:HGNC:26235],0.719,-0.625,-0.780,-0.168,2.08E-02,3.60E-01,2.75E-01,9.16E-01
ENSG00000005194,Q6FI81,CIAPIN1,cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050],0.560,-0.222,-0.177,-0.095,3.99E-03,4.01E-01,5.06E-01,7.79E-01
ENSG00000079432,A0A7P0T9K5,CIC,capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214],0.267,0.001,0.121,0.188,1.39E-02,7.35E-01,2.86E-01,1.43E-01
ENSG00000100865,Q9BW66,CINP,cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789],0.082,-0.209,-0.081,0.241,9.17E-02,3.45E-01,9.67E-01,5.11E-02
ENSG00000099622,D6W5Y5,CIRBP,cold inducible RNA binding protein [Source:HGNC Symbol;Acc:HGNC:1982],0.087,0.449,0.493,0.305,2.85E-01,4.74E-03,3.00E-03,1.86E-01
ENSG00000122873,Q9NZ45,CISD1,CDGSH iron sulfur domain 1 [Source:HGNC Symbol;Acc:HGNC:30880],-0.130,-0.523,-0.060,-0.280,5.08E-02,9.56E-03,5.13E-01,6.42E-02
ENSG00000145354,Q8N5K1,CISD2,CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212],0.132,-0.120,-0.122,-0.008,6.49E-02,2.49E-01,2.57E-01,9.52E-01
ENSG00000277972,P0C7P0,CISD3,CDGSH iron sulfur domain 3 [Source:HGNC Symbol;Acc:HGNC:27578],0.154,-0.285,-0.347,-0.142,2.35E-01,4.99E-01,2.44E-01,6.56E-01
ENSG00000122966,A0A7I2V4H7,CIT,citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985],0.654,-0.570,0.453,0.509,5.41E-02,5.67E-01,2.32E-01,1.66E-01
ENSG00000148337,F5H2X7,CIZ1,CDKN1A interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:16744],2.784,-0.194,-0.283,0.446,4.09E-04,8.35E-01,7.38E-01,1.94E-01
ENSG00000136108,Q8WWK9,CKAP2,cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990],3.138,-0.251,-0.024,0.911,2.86E-06,6.50E-01,9.67E-01,5.05E-02
ENSG00000169607,Q8IYA6,CKAP2L,cytoskeleton associated protein 2 like [Source:HGNC Symbol;Acc:HGNC:26877],2.715,-0.966,-0.930,0.945,4.23E-04,3.88E-01,4.49E-01,7.80E-02
ENSG00000136026,Q07065,CKAP4,cytoskeleton associated protein 4 [Source:HGNC Symbol;Acc:HGNC:16991],-2.054,-0.007,-0.133,-0.295,1.46E-03,7.19E-01,3.18E-01,1.20E-01
ENSG00000175216,Q14008,CKAP5,cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959],0.250,-0.167,0.071,0.101,2.53E-02,3.36E-01,4.18E-01,2.63E-01
ENSG00000166165,P12277,CKB,creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991],2.845,-0.079,-0.502,-0.471,5.39E-06,5.25E-01,1.02E-01,9.48E-02
ENSG00000217555,Q9UBR5,CKLF,chemokine like factor [Source:HGNC Symbol;Acc:HGNC:13253],-1.201,-0.030,0.002,-0.175,5.40E-05,6.92E-01,9.94E-01,6.95E-02
ENSG00000237289,P12532,CKMT1B,"creatine kinase, mitochondrial 1B [Source:HGNC Symbol;Acc:HGNC:1995]",3.757,-1.029,-1.042,-0.904,3.51E-04,1.31E-01,2.30E-01,7.62E-02
ENSG00000173207,P61024,CKS1B,CDC28 protein kinase regulatory subunit 1B [Source:HGNC Symbol;Acc:HGNC:19083],2.689,-1.229,-1.131,0.827,5.94E-03,6.50E-01,6.62E-01,2.27E-01
ENSG00000123975,P33552,CKS2,CDC28 protein kinase regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:2000],3.934,-0.304,0.390,0.769,2.76E-04,8.96E-01,3.25E-01,1.09E-01
ENSG00000074054,Q7Z460,CLASP1,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088],0.029,-0.075,-0.047,0.045,2.34E-01,1.53E-01,2.25E-01,1.51E-01
ENSG00000074054,F8WA11,CLASP1,cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088],-0.020,0.829,0.490,0.394,9.56E-01,8.20E-03,6.07E-02,1.80E-01
ENSG00000163539,A0A804HJG7,CLASP2,cytoplasmic linker associated protein 2 [Source:HGNC Symbol;Acc:HGNC:17078],0.252,-0.316,-0.088,0.244,2.64E-02,1.12E-01,6.90E-01,8.10E-02
ENSG00000104859,F5H0Q6,CLASRP,CLK4 associating serine/arginine rich protein [Source:HGNC Symbol;Acc:HGNC:17731],-0.521,0.016,-0.065,-0.040,2.17E-03,9.77E-01,6.53E-01,7.79E-01
ENSG00000121940,Q96S66,CLCC1,chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675],-0.829,0.108,0.046,-0.050,5.01E-05,1.11E-01,5.08E-01,3.12E-01
ENSG00000171365,P51795,CLCN5,chloride voltage-gated channel 5 [Source:HGNC Symbol;Acc:HGNC:2023],-0.214,0.116,-0.057,-0.282,9.63E-02,4.63E-01,6.29E-01,1.11E-01
ENSG00000103249,P51798,CLCN7,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025],-0.769,0.110,0.301,-0.131,9.16E-04,3.62E-01,3.30E-02,1.33E-01
ENSG00000013297,O75508,CLDN11,claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514],-2.800,0.975,-1.264,-2.478,3.72E-02,1.16E-01,1.80E-01,9.99E-02
ENSG00000080822,D6RD48,CLDND1,claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322],-0.623,-0.023,-0.073,-0.338,4.83E-02,7.56E-01,6.54E-01,2.29E-01
ENSG00000105472,Q9Y240,CLEC11A,C-type lectin domain containing 11A [Source:HGNC Symbol;Acc:HGNC:10576],-2.740,-0.735,0.010,-0.126,3.26E-04,1.45E-02,8.89E-01,4.37E-01
ENSG00000038532,Q2KHT3,CLEC16A,C-type lectin domain containing 16A [Source:HGNC Symbol;Acc:HGNC:29013],-0.146,-0.146,0.246,0.251,2.63E-01,2.43E-01,1.56E-01,1.05E-01
ENSG00000163815,E9PHK0,CLEC3B,C-type lectin domain family 3 member B [Source:HGNC Symbol;Acc:HGNC:11891],-5.363,1.171,-2.261,-1.020,6.49E-02,1.53E-01,1.95E-01,2.77E-01
ENSG00000153132,O14967,CLGN,calmegin [Source:HGNC Symbol;Acc:HGNC:2060],1.989,0.871,1.898,0.052,5.85E-05,2.17E-03,7.14E-05,6.45E-01
ENSG00000213719,O00299,CLIC1,chloride intracellular channel 1 [Source:HGNC Symbol;Acc:HGNC:2062],-0.794,-0.296,-0.564,-0.011,4.78E-04,2.12E-02,1.19E-02,6.34E-01
ENSG00000169583,O95833,CLIC3,chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064],-3.101,-0.904,-0.535,-0.832,1.92E-02,1.75E-01,2.91E-01,1.63E-01
ENSG00000169504,Q9Y696,CLIC4,chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518],-1.635,-0.416,-0.469,-0.183,7.32E-04,3.72E-02,3.88E-02,1.37E-01
ENSG00000112782,A0A2R8Y4M1,CLIC5,chloride intracellular channel 5 [Source:HGNC Symbol;Acc:HGNC:13517],-1.131,-0.878,-0.649,-0.091,1.24E-04,2.89E-03,2.44E-02,4.13E-01
ENSG00000113282,Q14677,CLINT1,clathrin interactor 1 [Source:HGNC Symbol;Acc:HGNC:23186],-0.054,-0.014,-0.078,-0.098,4.24E-01,8.42E-01,2.88E-01,2.76E-01
ENSG00000130779,J3KP58,CLIP1,CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461],-1.185,0.211,0.097,-0.315,1.84E-04,8.18E-02,5.36E-01,3.36E-02
ENSG00000130779,P30622,CLIP1,CAP-Gly domain containing linker protein 1 [Source:HGNC Symbol;Acc:HGNC:10461],-1.273,0.126,-0.026,-0.251,4.60E-04,2.85E-01,6.03E-01,6.54E-02
ENSG00000106665,Q9UDT6,CLIP2,CAP-Gly domain containing linker protein 2 [Source:HGNC Symbol;Acc:HGNC:2586],-2.168,-0.362,0.007,-0.075,1.24E-05,3.10E-02,6.31E-01,3.64E-01
ENSG00000166250,Q9H6B4,CLMP,CXADR like membrane protein [Source:HGNC Symbol;Acc:HGNC:24039],-2.929,-0.030,0.095,-0.328,1.44E-04,7.23E-01,4.23E-01,4.83E-02
ENSG00000102805,O75503,CLN5,CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076],-0.529,0.127,-0.330,-0.212,3.18E-02,7.79E-01,1.68E-01,2.32E-01
ENSG00000128973,H3BUV4,CLN6,CLN6 transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077],-0.039,-0.371,-0.397,0.321,7.76E-01,7.00E-01,6.47E-01,2.40E-01
ENSG00000182372,Q9UBY8,CLN8,CLN8 transmembrane ER and ERGIC protein [Source:HGNC Symbol;Acc:HGNC:2079],-0.638,-0.229,0.081,-0.111,7.39E-03,1.62E-01,7.52E-01,4.38E-01
ENSG00000074201,P54105,CLNS1A,chloride nucleotide-sensitive channel 1A [Source:HGNC Symbol;Acc:HGNC:2080],1.619,0.654,0.667,0.263,7.12E-04,7.08E-02,1.27E-01,4.71E-01
ENSG00000162129,Q9H078,CLPB,ClpB family mitochondrial disaggregase [Source:HGNC Symbol;Acc:HGNC:30664],0.709,-0.440,-0.233,0.231,5.85E-05,8.93E-03,1.94E-01,7.03E-02
ENSG00000125656,Q16740,CLPP,caseinolytic mitochondrial matrix peptidase proteolytic subunit [Source:HGNC Symbol;Acc:HGNC:2084],1.329,0.307,0.260,0.316,1.12E-05,2.26E-02,3.83E-02,2.26E-01
ENSG00000104853,O96005,CLPTM1,CLPTM1 regulator of GABA type A receptor forward trafficking [Source:HGNC Symbol;Acc:HGNC:2087],-0.642,-0.284,0.130,-0.022,3.95E-03,1.06E-01,1.95E-01,9.38E-01
ENSG00000049656,G5E9Z2,CLPTM1L,CLPTM1 like [Source:HGNC Symbol;Acc:HGNC:24308],0.181,-0.172,-0.222,-0.207,7.17E-02,2.93E-01,8.37E-02,8.02E-02
ENSG00000166855,O76031,CLPX,caseinolytic mitochondrial matrix peptidase chaperone subunit X [Source:HGNC Symbol;Acc:HGNC:2088],0.368,-0.046,0.106,0.306,3.19E-04,7.47E-01,2.99E-01,1.03E-02
ENSG00000122705,P09496,CLTA,clathrin light chain A [Source:HGNC Symbol;Acc:HGNC:2090],-0.801,-0.287,-0.147,-0.128,6.30E-04,4.10E-02,1.48E-01,1.80E-01
ENSG00000175416,P09497,CLTB,clathrin light chain B [Source:HGNC Symbol;Acc:HGNC:2091],-1.259,-0.243,-0.248,-0.403,2.95E-03,1.85E-01,1.85E-01,8.95E-02
ENSG00000141367,A0A087WVQ6,CLTC,clathrin heavy chain [Source:HGNC Symbol;Acc:HGNC:2092],-0.863,-0.077,0.041,-0.144,2.26E-03,3.88E-01,9.78E-01,1.77E-01
ENSG00000132361,A0A494C0R8,CLUH,clustered mitochondria homolog [Source:HGNC Symbol;Acc:HGNC:29094],0.484,-0.391,0.299,0.379,3.75E-02,3.63E-01,2.32E-01,1.37E-01
ENSG00000111726,Q8NFW8,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase [Source:HGNC Symbol;Acc:HGNC:18290],-0.003,-0.322,-0.244,-0.461,7.75E-01,1.09E-01,1.75E-01,7.01E-02
ENSG00000164237,Q96DG6,CMBL,carboxymethylenebutenolidase homolog [Source:HGNC Symbol;Acc:HGNC:25090],-0.380,-0.135,-0.566,-0.626,2.08E-02,3.17E-01,4.03E-02,4.40E-02
ENSG00000103121,Q9NRP2,CMC2,C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447],1.201,0.179,0.341,0.220,2.63E-03,3.99E-01,1.77E-01,2.75E-01
ENSG00000162368,P30085,CMPK1,cytidine/uridine monophosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:18170],-0.893,0.357,0.266,0.091,6.86E-03,9.63E-02,2.15E-01,7.93E-01
ENSG00000184220,C9J384,CMSS1,cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666],1.665,-0.113,-0.155,0.609,7.89E-04,9.52E-01,8.79E-01,7.92E-02
ENSG00000091317,Q9NX76,CMTM6,CKLF like MARVEL transmembrane domain containing 6 [Source:HGNC Symbol;Acc:HGNC:19177],-0.590,-0.208,0.055,-0.154,6.03E-04,5.15E-02,5.14E-01,1.22E-01
ENSG00000153551,Q96FZ5,CMTM7,CKLF like MARVEL transmembrane domain containing 7 [Source:HGNC Symbol;Acc:HGNC:19178],0.174,0.190,-0.129,0.356,1.20E-01,1.35E-01,6.45E-01,6.95E-02
ENSG00000137200,Q8N1G2,CMTR1,cap methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:21077],1.275,-0.538,-0.007,0.141,3.99E-04,2.45E-01,8.21E-01,4.14E-01
ENSG00000169714,P62633,CNBP,CCHC-type zinc finger nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164],-0.655,-1.570,-1.631,0.205,1.00E-01,4.82E-02,5.85E-02,3.91E-01
ENSG00000133313,Q96KP4,CNDP2,carnosine dipeptidase 2 [Source:HGNC Symbol;Acc:HGNC:24437],0.604,0.166,0.215,-0.378,3.76E-04,7.04E-02,4.13E-02,2.12E-02
ENSG00000130176,P51911,CNN1,calponin 1 [Source:HGNC Symbol;Acc:HGNC:2155],-1.920,-1.305,-0.984,0.714,1.33E-02,6.57E-02,9.98E-02,1.01E-01
ENSG00000064666,B4DDF4,CNN2,calponin 2 [Source:HGNC Symbol;Acc:HGNC:2156],-2.378,0.037,-0.176,-0.170,4.50E-04,9.39E-01,1.70E-01,1.52E-01
ENSG00000117519,Q15417,CNN3,calponin 3 [Source:HGNC Symbol;Acc:HGNC:2157],-1.079,-0.078,0.055,0.178,5.23E-03,4.96E-01,9.83E-01,4.65E-01
ENSG00000119946,Q9NRU3,CNNM1,cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102],0.843,-0.393,-0.142,-0.337,5.38E-03,2.09E-01,5.89E-01,2.10E-01
ENSG00000158158,Q6P4Q7,CNNM4,cyclin and CBS domain divalent metal cation transport mediator 4 [Source:HGNC Symbol;Acc:HGNC:105],0.443,0.476,0.424,-0.015,5.54E-03,5.11E-02,5.78E-02,6.48E-01
ENSG00000125107,A5YKK6,CNOT1,CCR4-NOT transcription complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:7877],0.341,0.188,0.177,0.057,1.15E-04,1.45E-02,2.08E-02,1.21E-01
ENSG00000182973,Q9H9A5,CNOT10,CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817],0.467,0.357,0.271,0.105,2.92E-03,5.59E-03,2.73E-02,2.57E-01
ENSG00000158435,Q9UKZ1,CNOT11,CCR4-NOT transcription complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25217],0.368,0.553,0.399,0.332,8.84E-02,8.49E-03,1.98E-01,9.28E-02
ENSG00000111596,F8VQD8,CNOT2,CCR4-NOT transcription complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:7878],0.584,-0.089,-0.275,0.113,3.71E-03,6.25E-01,1.82E-01,6.10E-01
ENSG00000088038,O75175,CNOT3,CCR4-NOT transcription complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:7879],0.508,0.221,0.187,0.139,3.51E-02,3.60E-01,2.29E-01,1.41E-01
ENSG00000080802,O95628,CNOT4,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880],-0.202,-0.119,-0.057,0.004,5.53E-02,2.91E-01,6.84E-01,9.09E-01
ENSG00000138767,H0Y9C1,CNOT6L,CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042],0.913,0.197,0.440,0.163,4.54E-04,2.15E-01,3.95E-02,1.84E-01
ENSG00000198791,Q9UIV1,CNOT7,CCR4-NOT transcription complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:14101],0.261,0.457,0.486,0.415,4.34E-02,2.38E-02,2.18E-02,1.24E-01
ENSG00000155508,B7Z9U0,CNOT8,CCR4-NOT transcription complex subunit 8 [Source:HGNC Symbol;Acc:HGNC:9207],0.810,0.693,0.592,0.183,2.61E-03,1.18E-02,1.52E-02,3.18E-01
ENSG00000144580,Q92600,CNOT9,CCR4-NOT transcription complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:10445],0.549,0.319,0.305,0.237,2.47E-04,1.23E-02,7.14E-02,1.48E-01
